shuffle	jackknife	query	pid	spec	called_spec	method	call_made	call	snn	methshuf
jk5	k1_as_query	BGC0000456_BAO73252-1_7854_mod6_val	52.48	val	pro	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	BGC0001036_AGZ15459-1_694_mod1_piperazic	100.00	piperazic	no_confident_result	prediCAT	N	N	0.7865849558393567	prediCAT_jk5
jk5	k1_as_query	BGC0001036_AGZ15459-1_694_mod1_piperazic	100.00	piperazic	pip	forced_prediCAT	Y	N	0.7865849558393567	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000398_AFH75330-1_1625_mod2_leu	72.90	leu	leu	prediCAT	Y	Y	0.18670126562237677	prediCAT_jk5
jk5	k1_as_query	BGC0000398_AFH75330-1_1625_mod2_leu	72.90	leu	leu	forced_prediCAT	Y	Y	0.18670126562237677	forced_prediCAT_jk5
jk5	k1_as_query	Q56950a_A1_dhb|sal	100.00	dhb|sal	dhb|sal	prediCAT	Y	Y	0.7226227933814273	prediCAT_jk5
jk5	k1_as_query	Q56950a_A1_dhb|sal	100.00	dhb|sal	dhb|sal	forced_prediCAT	Y	Y	0.7226227933814273	forced_prediCAT_jk5
jk5	k1_as_query	Q8NJX1_A14_leu|val	57.42	leu|val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q8NJX1_A14_leu|val	57.42	leu|val	ala	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	AFZ61526-1_1614_mod2_ser	88.89	ser	ser	prediCAT	Y	Y	2.469676648227616	prediCAT_jk5
jk5	k1_as_query	AFZ61526-1_1614_mod2_ser	88.89	ser	ser	forced_prediCAT	Y	Y	2.469676648227616	forced_prediCAT_jk5
jk5	k1_as_query	Q9FB18_A1_b-ala	40.99	b-ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q9FB18_A1_b-ala	40.99	b-ala	blys	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000425_AFH75322-1_2740_mod3_ile	70.62	ile	no_confident_result	prediCAT	N	N	0.1834652251788304	prediCAT_jk5
jk5	k1_as_query	BGC0000425_AFH75322-1_2740_mod3_ile	70.62	ile	ile	forced_prediCAT	Y	Y	0.1834652251788304	forced_prediCAT_jk5
jk5	k1_as_query	Q2VQ15_A3-6-_val	80.50	val	no_confident_result	prediCAT	N	N	0.5011610599946241	prediCAT_jk5
jk5	k1_as_query	Q2VQ15_A3-6-_val	80.50	val	val	forced_prediCAT	Y	Y	0.5011610599946241	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000431_EFE73308-1_231_mod1_cysa	100.00	cysa	no_confident_result	prediCAT	N	N	0.8884947453488443	prediCAT_jk5
jk5	k1_as_query	BGC0000431_EFE73308-1_231_mod1_cysa	100.00	cysa	dab|dpr	forced_prediCAT	Y	N	0.8884947453488443	forced_prediCAT_jk5
jk5	k1_as_query	Q83VS1_A1-6-_ala	100.00	ala	no_confident_result	prediCAT	N	N	3.9564913167465967	prediCAT_jk5
jk5	k1_as_query	Q83VS1_A1-6-_ala	100.00	ala	ala	forced_prediCAT	Y	Y	3.9564913167465967	forced_prediCAT_jk5
jk5	k1_as_query	Q5DIV8_A2-6-_horn	99.05	horn	horn	prediCAT	Y	Y	1.7260614778092007	prediCAT_jk5
jk5	k1_as_query	Q5DIV8_A2-6-_horn	99.05	horn	horn	forced_prediCAT	Y	Y	1.7260614778092007	forced_prediCAT_jk5
jk5	k1_as_query	Q5DIS7_A2_dab	42.27	dab	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q5DIS7_A2_dab	42.27	dab	dab|dpr	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q70LM4_A1-13-_trp	81.43	trp	trp	prediCAT	Y	Y	0.8244218404893033	prediCAT_jk5
jk5	k1_as_query	Q70LM4_A1-13-_trp	81.43	trp	trp	forced_prediCAT	Y	Y	0.8244218404893033	forced_prediCAT_jk5
jk5	k1_as_query	CCJ67640-1_4826_mod5_d-dab	92.34	d-dab	dab	prediCAT	Y	N	1.710908674937128	prediCAT_jk5
jk5	k1_as_query	CCJ67640-1_4826_mod5_d-dab	92.34	d-dab	dab	forced_prediCAT	Y	N	1.710908674937128	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000400_AGM16412-1_3015_mod3_thr	100.00	thr	thr	prediCAT	Y	Y	1.0853084807747015	prediCAT_jk5
jk5	k1_as_query	BGC0000400_AGM16412-1_3015_mod3_thr	100.00	thr	thr	forced_prediCAT	Y	Y	1.0853084807747015	forced_prediCAT_jk5
jk5	k1_as_query	Q84BQ4_A3-9-_ile	84.01	ile	ile	prediCAT	Y	Y	0.6204463822024737	prediCAT_jk5
jk5	k1_as_query	Q84BQ4_A3-9-_ile	84.01	ile	ile	forced_prediCAT	Y	Y	0.6204463822024737	forced_prediCAT_jk5
jk5	k1_as_query	CBG75492_5304_mod5_d-cyclo-horn	100.00	d-cyclo-horn	no_confident_result	prediCAT	N	N	0.862058034731761	prediCAT_jk5
jk5	k1_as_query	CBG75492_5304_mod5_d-cyclo-horn	100.00	d-cyclo-horn	horn	forced_prediCAT	Y	N	0.862058034731761	forced_prediCAT_jk5
jk5	k1_as_query	Q45563_A1-10-_ile	80.76	ile	no_confident_result	prediCAT	N	N	0.4688537196632083	prediCAT_jk5
jk5	k1_as_query	Q45563_A1-10-_ile	80.76	ile	ile	forced_prediCAT	Y	Y	0.4688537196632083	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000398_AFH75328-1_482_mod1_leu	72.50	leu	no_confident_result	prediCAT	N	N	0.31679687669903017	prediCAT_jk5
jk5	k1_as_query	BGC0000398_AFH75328-1_482_mod1_leu	72.50	leu	leu	forced_prediCAT	Y	Y	0.31679687669903017	forced_prediCAT_jk5
jk5	k1_as_query	O30981_A1-5-_glu	97.01	glu	glu	prediCAT	Y	Y	1.8716095212660924	prediCAT_jk5
jk5	k1_as_query	O30981_A1-5-_glu	97.01	glu	glu	forced_prediCAT	Y	Y	1.8716095212660924	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000456_BAO73252-1_6319_mod5_tyr	59.84	tyr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	BGC0000456_BAO73252-1_6319_mod5_tyr	59.84	tyr	athr|ser	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	O87704_A1-3-_tyr	83.20	tyr	tyr	prediCAT	Y	Y	0.5495048945111709	prediCAT_jk5
jk5	k1_as_query	O87704_A1-3-_tyr	83.20	tyr	tyr	forced_prediCAT	Y	Y	0.5495048945111709	forced_prediCAT_jk5
jk5	k1_as_query	O68008_A4-11-_asp	48.26	asp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	O68008_A4-11-_asp	48.26	asp	asp	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	AFZ61526-1_575_mod1_leu	78.03	leu	leu	prediCAT	Y	Y	0.6934651990817299	prediCAT_jk5
jk5	k1_as_query	AFZ61526-1_575_mod1_leu	78.03	leu	leu	forced_prediCAT	Y	Y	0.6934651990817299	forced_prediCAT_jk5
jk5	k1_as_query	P27743_A2_cys	66.16	cys	cys	prediCAT	Y	Y	0.14578971130517698	prediCAT_jk5
jk5	k1_as_query	P27743_A2_cys	66.16	cys	cys	forced_prediCAT	Y	Y	0.14578971130517698	forced_prediCAT_jk5
jk5	k1_as_query	Q9FB23_A2_asn	39.55	asn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q9FB23_A2_asn	39.55	asn	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	BGC0001133_XBJ1_0775_477_mod1_thr	62.79	thr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	BGC0001133_XBJ1_0775_477_mod1_thr	62.79	thr	ser	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	CCJ67637-1_576_mod1_d-leu	78.96	d-leu	no_confident_result	prediCAT	N	N	1.2379123015641735	prediCAT_jk5
jk5	k1_as_query	CCJ67637-1_576_mod1_d-leu	78.96	d-leu	d-leu	forced_prediCAT	Y	Y	1.2379123015641735	forced_prediCAT_jk5
jk5	k1_as_query	BGC0001045_AFR69334-1_544_mod1_d-ala	45.09	d-ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	BGC0001045_AFR69334-1_544_mod1_d-ala	45.09	d-ala	val	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q83VS1_A3_val	100.00	val	val	prediCAT	Y	Y	3.3355417993776713	prediCAT_jk5
jk5	k1_as_query	Q83VS1_A3_val	100.00	val	val	forced_prediCAT	Y	Y	3.3355417993776713	forced_prediCAT_jk5
jk5	k1_as_query	Q70KJ6_A2-5-_asp	69.92	asp	asp	prediCAT	Y	Y	0.21905819044445973	prediCAT_jk5
jk5	k1_as_query	Q70KJ6_A2-5-_asp	69.92	asp	asp	forced_prediCAT	Y	Y	0.21905819044445973	forced_prediCAT_jk5
jk5	k1_as_query	Q8G982_A2-9-_me-asp	76.23	me-asp	no_confident_result	prediCAT	N	N	0.5642683025489039	prediCAT_jk5
jk5	k1_as_query	Q8G982_A2-9-_me-asp	76.23	me-asp	me-asp	forced_prediCAT	Y	Y	0.5642683025489039	forced_prediCAT_jk5
jk5	k1_as_query	YP_631961-1_4764_mod4_ser	92.50	ser	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	YP_631961-1_4764_mod4_ser	92.50	ser	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	AGC65514-1_4147_mod3_val	40.74	val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	AGC65514-1_4147_mod3_val	40.74	val	val	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q2XNF8_A2-3-_ala	60.76	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q2XNF8_A2-3-_ala	60.76	ala	ala	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q9RLP6v2_A2_thr	100.00	thr	no_confident_result	prediCAT	N	N	0.8215361971131389	prediCAT_jk5
jk5	k1_as_query	Q9RLP6v2_A2_thr	100.00	thr	thr	forced_prediCAT	Y	Y	0.8215361971131389	forced_prediCAT_jk5
jk5	k1_as_query	P27206_A1_glu	72.08	glu	no_confident_result	prediCAT	N	N	0.21205720832358316	prediCAT_jk5
jk5	k1_as_query	P27206_A1_glu	72.08	glu	glu	forced_prediCAT	Y	Y	0.21205720832358316	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000371_BAH31686-1_3493_mod3_horn	67.73	horn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	BGC0000371_BAH31686-1_3493_mod3_horn	67.73	horn	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q333U7_A2-4-_cys	46.40	cys	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q333U7_A2-4-_cys	46.40	cys	val	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q83VS0/81321400_A9-19-_ala	94.28	ala	no_confident_result	prediCAT	N	N	3.6476110105406185	prediCAT_jk5
jk5	k1_as_query	Q83VS0/81321400_A9-19-_ala	94.28	ala	ala	forced_prediCAT	Y	Y	3.6476110105406185	forced_prediCAT_jk5
jk5	k1_as_query	AFZ61501-1_1515_mod2_glu	73.06	glu	no_confident_result	prediCAT	N	N	0.3308995583500722	prediCAT_jk5
jk5	k1_as_query	AFZ61501-1_1515_mod2_glu	73.06	glu	glu	forced_prediCAT	Y	Y	0.3308995583500722	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000400_AGM16414-1_277_mod1_val	100.00	val	val	prediCAT	Y	Y	3.0557921474173004	prediCAT_jk5
jk5	k1_as_query	BGC0000400_AGM16414-1_277_mod1_val	100.00	val	val	forced_prediCAT	Y	Y	3.0557921474173004	forced_prediCAT_jk5
jk5	k1_as_query	Q9I157_A3-4-_dab	43.98	dab	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q9I157_A3-4-_dab	43.98	dab	dab|dpr	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q9Z4X5_A1_asp	100.00	asp	asp	prediCAT	Y	Y	2.3438872674857096	prediCAT_jk5
jk5	k1_as_query	Q9Z4X5_A1_asp	100.00	asp	asp	forced_prediCAT	Y	Y	2.3438872674857096	forced_prediCAT_jk5
jk5	k1_as_query	BGC0001178_AGS77308-1_476_mod1_dpg	86.11	dpg	dpg	prediCAT	Y	Y	2.3292332323955485	prediCAT_jk5
jk5	k1_as_query	BGC0001178_AGS77308-1_476_mod1_dpg	86.11	dpg	dpg	forced_prediCAT	Y	Y	2.3292332323955485	forced_prediCAT_jk5
jk5	k1_as_query	Q70LM6_A3-5-_ala	62.72	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q70LM6_A3-5-_ala	62.72	ala	gly	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	CCJ67636-1_1568_mod2_d-pro	73.40	d-pro	pro	prediCAT	Y	N	0.18352089899291285	prediCAT_jk5
jk5	k1_as_query	CCJ67636-1_1568_mod2_d-pro	73.40	d-pro	pro	forced_prediCAT	Y	N	0.18352089899291285	forced_prediCAT_jk5
jk5	k1_as_query	Q8CJX2_A2-11-_trp	65.47	trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q8CJX2_A2-11-_trp	65.47	trp	trp	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	O68006_A4_glu	50.98	glu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	O68006_A4_glu	50.98	glu	glu	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000439_AHH53506-1_1527_mod2_asp	100.00	asp	no_confident_result	prediCAT	N	N	0.7703698742032773	prediCAT_jk5
jk5	k1_as_query	BGC0000439_AHH53506-1_1527_mod2_asp	100.00	asp	asp	forced_prediCAT	Y	Y	0.7703698742032773	forced_prediCAT_jk5
jk5	k1_as_query	Q9RAH4_A2_ser	77.99	ser	no_confident_result	prediCAT	N	N	0.678359153514453	prediCAT_jk5
jk5	k1_as_query	Q9RAH4_A2_ser	77.99	ser	gln	forced_prediCAT	Y	N	0.678359153514453	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000416_CBJ90288-1_557_mod1_val	100.00	val	val	prediCAT	Y	Y	3.032017471138782	prediCAT_jk5
jk5	k1_as_query	BGC0000416_CBJ90288-1_557_mod1_val	100.00	val	val	forced_prediCAT	Y	Y	3.032017471138782	forced_prediCAT_jk5
jk5	k1_as_query	Q70JX1_A2_orn	62.72	orn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q70JX1_A2_orn	62.72	orn	orn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	O33743_A1-5-_asn	55.27	asn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	O33743_A1-5-_asn	55.27	asn	asn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000400_AGM16413-1_273_mod1_val	100.00	val	val	prediCAT	Y	Y	3.0398304228165207	prediCAT_jk5
jk5	k1_as_query	BGC0000400_AGM16413-1_273_mod1_val	100.00	val	val	forced_prediCAT	Y	Y	3.0398304228165207	forced_prediCAT_jk5
jk5	k1_as_query	AHF21228-1_2025_mod2_dab	100.00	dab	no_confident_result	prediCAT	N	N	3.208882328626866	prediCAT_jk5
jk5	k1_as_query	AHF21228-1_2025_mod2_dab	100.00	dab	dab	forced_prediCAT	Y	Y	3.208882328626866	forced_prediCAT_jk5
jk5	k1_as_query	Q6WZ98_A1_blys	38.68	blys	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q6WZ98_A1_blys	38.68	blys	blys	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	YP_116976-1_488_mod1_lys	51.38	lys	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	YP_116976-1_488_mod1_lys	51.38	lys	lys	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	CCJ67636-1_476_mod1_dhabu	90.36	dhabu	no_confident_result	prediCAT	N	N	3.5775199403594278	prediCAT_jk5
jk5	k1_as_query	CCJ67636-1_476_mod1_dhabu	90.36	dhabu	dhabu	forced_prediCAT	Y	Y	3.5775199403594278	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000456_BAO73252-1_5226_mod4_gln	56.02	gln	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	BGC0000456_BAO73252-1_5226_mod4_gln	56.02	gln	pro	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q8KLL5_A3-6-_bht	100.00	bht	bht	prediCAT	Y	Y	2.9824448051213426	prediCAT_jk5
jk5	k1_as_query	Q8KLL5_A3-6-_bht	100.00	bht	bht	forced_prediCAT	Y	Y	2.9824448051213426	forced_prediCAT_jk5
jk5	k1_as_query	Q5ZPB0_A1_pip	48.33	pip	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q5ZPB0_A1_pip	48.33	pip	pro	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q93I55_A2_asn	97.86	asn	no_confident_result	prediCAT	N	N	2.194017719931139	prediCAT_jk5
jk5	k1_as_query	Q93I55_A2_asn	97.86	asn	asn	forced_prediCAT	Y	Y	2.194017719931139	forced_prediCAT_jk5
jk5	k1_as_query	CCJ67638-1_582_mod1_d-leu	88.45	d-leu	no_confident_result	prediCAT	N	N	1.8328244108797072	prediCAT_jk5
jk5	k1_as_query	CCJ67638-1_582_mod1_d-leu	88.45	d-leu	d-gln	forced_prediCAT	Y	N	1.8328244108797072	forced_prediCAT_jk5
jk5	k1_as_query	Q8NJX1_A4_val	59.96	val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q8NJX1_A4_val	59.96	val	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	Q84BQ4_A5-11-_asp	89.50	asp	no_confident_result	prediCAT	N	N	1.3822619574739048	prediCAT_jk5
jk5	k1_as_query	Q84BQ4_A5-11-_asp	89.50	asp	asp	forced_prediCAT	Y	Y	1.3822619574739048	forced_prediCAT_jk5
jk5	k1_as_query	XP_754329-2_55_mod1_trp	38.14	trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	XP_754329-2_55_mod1_trp	38.14	trp	ser	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000439_AHH53508-1_483_mod1_glu	100.00	glu	no_confident_result	prediCAT	N	N	0.8381369106078622	prediCAT_jk5
jk5	k1_as_query	BGC0000439_AHH53508-1_483_mod1_glu	100.00	glu	glu	forced_prediCAT	Y	Y	0.8381369106078622	forced_prediCAT_jk5
jk5	k1_as_query	Q45R83_A3-10-_gly	54.92	gly	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k1_as_query	Q45R83_A3-10-_gly	54.92	gly	gly	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk5
jk5	k1_as_query	CCJ67640-1_1654_mod2_d-athr	94.78	d-athr	no_confident_result	prediCAT	N	N	4.574245658964833	prediCAT_jk5
jk5	k1_as_query	CCJ67640-1_1654_mod2_d-athr	94.78	d-athr	dhabu	forced_prediCAT	Y	N	4.574245658964833	forced_prediCAT_jk5
jk5	k1_as_query	AHZ20781-1_481_mod1_thr	100.00	thr	thr	prediCAT	Y	Y	0.8299420731362538	prediCAT_jk5
jk5	k1_as_query	AHZ20781-1_481_mod1_thr	100.00	thr	thr	forced_prediCAT	Y	Y	0.8299420731362538	forced_prediCAT_jk5
jk5	k1_as_query	BGC0000439_AHH53506-1_5177_mod5_gly	100.00	gly	gly	prediCAT	Y	Y	0.9220850191335241	prediCAT_jk5
jk5	k1_as_query	BGC0000439_AHH53506-1_5177_mod5_gly	100.00	gly	gly	forced_prediCAT	Y	Y	0.9220850191335241	forced_prediCAT_jk5
jk5	k7_as_query	Q9C1G0v2_A2_cys	100.00	cys	cys	prediCAT	Y	Y	1.509269207522854	prediCAT_jk5
jk5	k7_as_query	Q9C1G0v2_A2_cys	100.00	cys	cys	forced_prediCAT	Y	Y	1.509269207522854	forced_prediCAT_jk5
jk5	k7_as_query	AEA30274-1_3073_mod3_boh-d-leu	93.40	boh-d-leu	no_confident_result	prediCAT	N	N	0.7838764696675	prediCAT_jk5
jk5	k7_as_query	AEA30274-1_3073_mod3_boh-d-leu	93.40	boh-d-leu	d-leu	forced_prediCAT	Y	N	0.7838764696675	forced_prediCAT_jk5
jk5	k7_as_query	Q70LM7_A1_val	50.83	val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k7_as_query	Q70LM7_A1_val	50.83	val	leu	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k7_as_query	O85168_A3_dab	91.67	dab	no_confident_result	prediCAT	N	N	2.0308328936904907	prediCAT_jk5
jk5	k7_as_query	O85168_A3_dab	91.67	dab	dab	forced_prediCAT	Y	Y	2.0308328936904907	forced_prediCAT_jk5
jk5	k7_as_query	BGC0000464_CDG17980-1_2686_mod3_val	76.61	val	no_confident_result	prediCAT	N	N	0.6109122794846017	prediCAT_jk5
jk5	k7_as_query	BGC0000464_CDG17980-1_2686_mod3_val	76.61	val	leu	forced_prediCAT	Y	N	0.6109122794846017	forced_prediCAT_jk5
jk5	k7_as_query	O33743_A4-8-_val	68.88	val	no_confident_result	prediCAT	N	N	0.36177417750195406	prediCAT_jk5
jk5	k7_as_query	O33743_A4-8-_val	68.88	val	val	forced_prediCAT	Y	Y	0.36177417750195406	forced_prediCAT_jk5
jk5	k7_as_query	Q01886v1_A1_pro	100.00	pro	pro	prediCAT	Y	Y	1.4092715949704524	prediCAT_jk5
jk5	k7_as_query	Q01886v1_A1_pro	100.00	pro	pro	forced_prediCAT	Y	Y	1.4092715949704524	forced_prediCAT_jk5
jk5	k7_as_query	BGC0000464_CDG17980-1_7025_mod7_leu	78.83	leu	no_confident_result	prediCAT	N	N	0.4952684168089307	prediCAT_jk5
jk5	k7_as_query	BGC0000464_CDG17980-1_7025_mod7_leu	78.83	leu	leu	forced_prediCAT	Y	Y	0.4952684168089307	forced_prediCAT_jk5
jk5	k7_as_query	P0C064_A3-4-_orn	97.15	orn	orn	prediCAT	Y	Y	1.034303915451127	prediCAT_jk5
jk5	k7_as_query	P0C064_A3-4-_orn	97.15	orn	orn	forced_prediCAT	Y	Y	1.034303915451127	forced_prediCAT_jk5
jk5	k7_as_query	P68878_A1_ala	99.15	ala	ala	prediCAT	Y	Y	0.7691617688924124	prediCAT_jk5
jk5	k7_as_query	P68878_A1_ala	99.15	ala	ala	forced_prediCAT	Y	Y	0.7691617688924124	forced_prediCAT_jk5
jk5	k7_as_query	ZP_10287804-1_544_mod1_d-val	100.00	d-val	no_confident_result	prediCAT	N	N	1.5775214591748314	prediCAT_jk5
jk5	k7_as_query	ZP_10287804-1_544_mod1_d-val	100.00	d-val	val	forced_prediCAT	Y	N	1.5775214591748314	forced_prediCAT_jk5
jk5	k7_as_query	BGC0000464_CDG17980-1_4858_mod5_ile	79.45	ile	no_confident_result	prediCAT	N	N	0.3540685737307375	prediCAT_jk5
jk5	k7_as_query	BGC0000464_CDG17980-1_4858_mod5_ile	79.45	ile	leu	forced_prediCAT	Y	N	0.3540685737307375	forced_prediCAT_jk5
jk5	k7_as_query	BGC0000463_AGM14934-1_2646_mod3_gln	77.19	gln	no_confident_result	prediCAT	N	N	0.266647437720377	prediCAT_jk5
jk5	k7_as_query	BGC0000463_AGM14934-1_2646_mod3_gln	77.19	gln	gln	forced_prediCAT	Y	Y	0.266647437720377	forced_prediCAT_jk5
jk5	k7_as_query	BGC0001178_AGS77310-1_492_mod1_dpg	87.50	dpg	no_confident_result	prediCAT	N	N	3.1232440306560485	prediCAT_jk5
jk5	k7_as_query	BGC0001178_AGS77310-1_492_mod1_dpg	87.50	dpg	dpg	forced_prediCAT	Y	Y	3.1232440306560485	forced_prediCAT_jk5
jk5	k7_as_query	Q8NJX1_A13_pro	58.37	pro	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k7_as_query	Q8NJX1_A13_pro	58.37	pro	leu	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk5
jk5	k7_as_query	Q83VS0_A1-11-_val	70.10	val	no_confident_result	prediCAT	N	N	0.4889369755478055	prediCAT_jk5
jk5	k7_as_query	Q83VS0_A1-11-_val	70.10	val	val	forced_prediCAT	Y	Y	0.4889369755478055	forced_prediCAT_jk5
jk5	k7_as_query	BGC0001035_EPE34341-1_5024_mod5_thr	100.00	thr	no_confident_result	prediCAT	N	N	0.8248856243625706	prediCAT_jk5
jk5	k7_as_query	BGC0001035_EPE34341-1_5024_mod5_thr	100.00	thr	3oh-gln	forced_prediCAT	Y	N	0.8248856243625706	forced_prediCAT_jk5
jk5	k7_as_query	CBG75492_240_mod1_nme-fhorn	100.00	nme-fhorn	fhorn	prediCAT	Y	N	0.8920877173975443	prediCAT_jk5
jk5	k7_as_query	CBG75492_240_mod1_nme-fhorn	100.00	nme-fhorn	fhorn	forced_prediCAT	Y	N	0.8920877173975443	forced_prediCAT_jk5
jk5	k7_as_query	AGM16413-1_1312_mod2_lys	100.00	lys	no_confident_result	prediCAT	N	N	3.3923382836466964	prediCAT_jk5
jk5	k7_as_query	AGM16413-1_1312_mod2_lys	100.00	lys	lys	forced_prediCAT	Y	Y	3.3923382836466964	forced_prediCAT_jk5
jk5	k7_as_query	BGC0000416_CBJ90287-1_561_mod1_leu	100.00	leu	no_confident_result	prediCAT	N	N	2.1273858750445687	prediCAT_jk5
jk5	k7_as_query	BGC0000416_CBJ90287-1_561_mod1_leu	100.00	leu	leu	forced_prediCAT	Y	Y	2.1273858750445687	forced_prediCAT_jk5
jk5	k7_as_query	YP_003712465-1_557_mod1_val	100.00	val	no_confident_result	prediCAT	N	N	2.252965130335779	prediCAT_jk5
jk5	k7_as_query	YP_003712465-1_557_mod1_val	100.00	val	val	forced_prediCAT	Y	Y	2.252965130335779	forced_prediCAT_jk5
jk5	k7_as_query	Q5V8A8_A2_trp	50.81	trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk5
jk5	k7_as_query	Q5V8A8_A2_trp	50.81	trp	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk5
jk5	k7_as_query	Q83VS0_A5-15-_athr|thr	76.69	athr|thr	no_confident_result	prediCAT	N	N	2.2138251792259087	prediCAT_jk5
jk5	k7_as_query	Q83VS0_A5-15-_athr|thr	76.69	athr|thr	athr	forced_prediCAT	Y	Y	2.2138251792259087	forced_prediCAT_jk5
